Employee_ID,Manager_ID,Department,Job_Title,Performance_Rating,Hire_Date,Onboarding_Date,First_Project_Start_Date,Bonus,Training_Program,Mentor_ID,Professional_Development_Hours,Number_Of_Promotions,Highest_Education_Level,Certifications,Annual_Salary_Increase_Percentage,Performance_Bonus_Percentage,Work_Hours_Per_Week,Telecommuting_Days_Per_Week,Overtime_Hours_Per_Week,Number_Of_Team_Building_Activities,Conflict_Resolution_Cases,Customer_Complaints_Handled,Leadership_Qualities_Rating,Technical_Skills_Rating,Communication_Skills_Rating,Problem_Solving_Skills_Rating,Teamwork_Skills_Rating,Initiative_Rating,Adaptability_Rating,Creativity_Rating,Strategic_Thinking_Rating,Employee_Engagement_Score,Innovation_Projects_Involvement,Feedback_From_Colleagues,Feedback_From_Supervisors,Employee_Resignation_Status,Supplier_Contact,Work_Quality_Improvement_Plan,Career_Goals_Set,Career_Goals_Achievement_Status,Hiring_Source,Time_to_Hire,Hiring_Manager_Satisfaction,Recruitment_Cost,Offer_Acceptance_Date,Project_ID,Project_Type,Project_Size,Project_Complexity,Project_Role,Project_Outcome,Peer_Reviews,Customer_Feedback,Innovation_Contributions,Leadership_Potential,Development_Plan_Completion,Internship_Duration,Internship_Completion_Status,Internship_Supervisor_ID,Internship_Project_Assigned,Internship_Evaluation_Score,Internship_Conversion_Status,Internship_Learning_Outcomes,Mentor_Experience_Level,Mentor_Rating,Mentor_Availability_Hours_Per_Week,Mentor_Training_Provided,Internship_Goals_Set,Internship_Goals_Achievement_Status,Employee_Training_Cost,Employee_Award_Recognition,Employee_Health_Insurance_Coverage,Employee_Travel_Allowance,Employee_Stock_Options,Employee_Compensation_Benefits,Employee_Savings_Plans,Employee_Training_Certification_Status,Employee_Training_Evaluation_Score,Employee_Training_Cost_Budget,Employee_Training_Participation_Rate,Employee_Professional_Associations,Employee_Mentorship_Program_Participation,Employee_Volunteer_Activities,Employee_Work_Life_Balance_Rating,Employee_Retirement_Benefits,Employee_Annual_Salary_Adjustment,Employee_Job_Satisfaction_Score,Employee_Leadership_Training,Employee_Team_Leadership_Experience,Employee_Conflict_Resolution_Skills,Employee_Organizational_Culture_Fit,Employee_Innovative_Skills,Employee_Problem_Solving_Capabilities,Employee_Technical_Training_Programs,Employee_Development_Opportunities,Employee_Career_Progression_Plan,Employee_Professional_Growth_Potential,Employee_Performance_Improvement_Plan,Employee_Recognition_Programs_Participation,Employee_Job_Rotation_Experience,Employee_Team_Collaboration_Effectiveness,Employee_Stakeholder_Management_Skills,Employee_Personal_Development_Plans,Future_Date,Onboarding_Delay_Days,Project_Start_Delay_Days,Tenure_Days,Tenure_Years,Total_Skills_Score,Avg_Skills_Score,Total_Soft_Skills_Score,Avg_Soft_Skills_Score,Performance_Category
2024/Sales/1394,2024/HR/1049,Finance,Manager,8,2021-10-12,2021-11-20,2021-12-29,4883,Unknown,2024/HR/0405,36,0,Phd,Google Cloud,5,3,36,1,5,1,0,0,12,6,11,10,4,7,8,8,9,76,Yes,10,8,No,Phone,Yes,Long-Term,Not Started,Agency,15,7,5011,2021-10-12,Project-63,Consulting,Medium,Complex,Analyst,Successful,8,6,High,High,Complete,5,Incomplete,2024/HR/0814,Project A,6,Converted,Learning Outcome A,Mid-Senior,5,7,Yes,Yes,Achieved,958,Recognition,Basic,1489,Unknown,5080,2960,Not Certified,86,1013,87,Active,Active,Yes,11,Basic,7,10,Leadership Training,10,4,10,12,6,5,12,13,6,6,No,11,8,9.0,Inactive,2119-03-29,39,39,1658,4.54,43,8.6,32,8.0,Medium
2024/Sales/1395,2024/Marketing/0888,It,Manager,10,2020-11-14,2021-04-08,2021-06-30,4945,Basic,2024/HR/0405,59,1,Bachelor,Pmp,8,2,37,4,7,1,3,0,4,7,7,7,3,7,7,8,11,86,Yes,6,5,No,Fax,Yes,Short-Term,In Progress,Referral,37,5,4995,2020-11-14,Project-3,Development,Small,Moderate,Developer,Successful,6,8,High,Medium,Partial,5,Incomplete,2024/HR/0019,Project C,4,Not Converted,Learning Outcome C,Junior,10,10,No,No,Not Started,979,Recognition,Premium,1466,Unknown,4909,3057,Certified,98,1063,81,Active,Active,Yes,4,Premium,5,9,Unknown,7,7,5,6,4,12,10,9,9,7,Yes,9,9,1.0,Active,2119-04-06,145,83,1990,5.45,28,5.6,33,8.25,Medium
2024/HR/1396,2024/IT/0657,Finance,Consultant,9,2020-04-28,2020-06-27,2020-09-19,5047,Unknown,2024/Sales/1127,46,2,Phd,Pmp,3,3,41,5,7,9,2,3,5,7,5,5,8,7,4,9,11,83,No,12,5,No,Email,Yes,Long-Term,Achieved,Internal,30,5,5088,2020-04-28,Project-56,Consulting,Small,Moderate,Manager,Failed,10,8,Low,Medium,Not Started,2,Incomplete,2024/Marketing/0660,Project B,10,Converted,Learning Outcome B,Senior,6,9,Yes,Yes,In Progress,1013,Award,Premium,1589,Stock Options,5081,2930,In Progress,84,959,67,Inactive,Active,No,15,Basic,7,13,Leadership Training,4,12,14,7,5,8,9,8,5,5,No,10,5,6.0,Active,2117-08-16,60,84,2190,6.0,30,6.0,31,7.75,Medium
2024/Sales/1397,2024/Marketing/0069,Finance,Consultant,9,2021-03-07,2021-05-11,2021-07-11,4913,Basic,2024/HR/0519,53,0,Phd,Google Cloud,3,1,37,0,8,1,3,4,9,7,11,7,6,7,6,7,13,65,No,1,6,No,Email,Yes,Short-Term,Achieved,Agency,26,7,5074,2021-03-07,Project-32,Development,Small,Moderate,Manager,Failed,6,4,High,Low,Complete,3,Incomplete,2024/IT/1034,Project B,1,Converted,Learning Outcome A,Mid-Senior,9,5,Yes,Yes,In Progress,1016,Award,Standard,1497,Unknown,4973,3006,In Progress,82,986,73,Inactive,Inactive,No,8,Standard,2,12,Unknown,5,13,6,9,5,11,7,12,13,6,Yes,13,7,4.0,Active,2119-01-06,65,61,1877,5.14,40,8.0,33,8.25,Medium
2024/Sales/1398,2024/Marketing/0040,Marketing,Consultant,12,2019-05-15,2019-07-05,2019-10-02,5112,Basic,2024/HR/0519,47,0,Phd,Pmp,5,1,44,3,9,6,2,2,5,8,7,8,6,10,5,9,10,89,Yes,3,8,Yes,Phone,No,Short-Term,In Progress,Job Board,19,3,5089,2019-05-15,Project-55,Research,Small,Complex,Developer,Failed,4,7,Low,Low,Not Started,4,Incomplete,2024/HR/0414,Project C,5,Converted,Learning Outcome B,Junior,4,9,No,Yes,Achieved,967,Award,Premium,1521,Unknown,5025,3008,Not Certified,88,988,78,Active,Inactive,No,10,Premium,9,8,Unknown,5,9,7,8,6,12,12,6,5,9,Yes,5,4,6.0,Active,2119-04-08,51,89,2539,6.95,34,6.8,34,8.5,High
2024/HR/1399,2024/Sales/0563,Finance,Consultant,12,2024-08-07,2025-01-26,2025-03-28,4912,Advanced,2024/Marketing/0077,47,0,Bachelor,Aws,2,3,42,5,8,1,5,0,7,12,7,7,6,7,9,5,6,68,Yes,5,7,No,Fax,Yes,Long-Term,Achieved,Internal,29,4,4979,2024-08-07,Project-93,Consulting,Medium,Moderate,Developer,In Progress,6,8,Medium,High,Complete,4,Completed,2024/HR/1008,Project A,6,Not Converted,Learning Outcome A,Mid-Senior,9,2,No,Yes,In Progress,1057,Recognition,Basic,1473,Unknown,5103,3088,In Progress,75,1019,66,Active,Inactive,Yes,6,Standard,5,4,Leadership Training,6,8,5,10,9,8,7,7,8,6,No,16,8,6.0,Active,2118-11-16,172,61,628,1.72,39,7.8,27,6.75,High
2024/Finance/1400,2024/HR/0318,Finance,Developer,11,2023-08-08,2023-11-05,2024-01-28,4938,Unknown,2024/Marketing/0248,48,0,Phd,Pmp,4,2,41,4,5,8,3,3,6,10,9,8,5,11,12,10,7,74,Yes,7,4,No,Email,Yes,Medium-Term,Not Started,Referral,30,4,4938,2023-08-08,Project-52,Research,Small,Moderate,Analyst,In Progress,7,9,Medium,Medium,Not Started,2,Incomplete,2024/Marketing/0486,Project A,8,Converted,Learning Outcome A,Associate,6,3,Yes,Yes,In Progress,960,Unknown,Basic,1523,Unknown,5002,3092,Certified,82,977,70,Inactive,Active,No,14,Basic,9,6,Unknown,10,15,11,4,4,10,6,4,9,7,Yes,15,11,5.0,Inactive,2118-05-25,89,84,993,2.72,38,7.6,40,10.0,High
2024/IT/1401,2024/Sales/1003,Marketing,Consultant,10,2019-05-04,2019-09-08,2019-11-13,4900,Unknown,2024/Marketing/0248,48,0,Bachelor,Cfa,5,5,41,0,4,3,2,0,4,4,4,10,7,13,8,5,11,79,Yes,3,10,No,Direct Visit,Yes,Medium-Term,Not Started,Agency,34,4,5028,2019-05-04,Project-19,Consulting,Large,Complex,Manager,Successful,2,7,Low,Low,Partial,2,Completed,2024/IT/1177,Project C,4,Not Converted,Learning Outcome C,Junior,12,10,No,Yes,Not Started,978,Award,Standard,1460,Stock Options,4892,3098,Certified,70,952,87,Inactive,Inactive,No,14,Basic,2,10,Leadership Training,8,6,13,4,11,15,4,16,7,4,Yes,4,3,10.0,Active,2119-08-22,127,66,2550,6.98,29,5.8,37,9.25,Medium
2024/HR/1402,2024/HR/1268,Marketing,Developer,10,2019-07-18,2019-12-12,2020-02-02,4989,Unknown,2024/Sales/1060,45,0,Bachelor,Cfa,2,4,44,0,5,7,5,1,10,8,9,9,6,6,6,5,6,76,Yes,7,9,No,Phone,Yes,Short-Term,Achieved,Agency,49,6,4911,2019-07-18,Project-18,Research,Medium,Simple,Developer,Successful,8,9,Medium,Low,Partial,4,Completed,2024/IT/1321,Project B,5,Not Converted,Learning Outcome B,Associate,11,1,Yes,No,Achieved,1007,Recognition,Premium,1509,Stock Options,4912,2992,In Progress,83,1016,72,Active,Active,Yes,14,Basic,3,7,Unknown,13,11,5,7,8,18,8,6,9,4,No,7,11,3.0,Active,2119-08-08,147,52,2475,6.78,42,8.4,23,5.75,Medium
2024/Finance/1403,2024/Sales/0062,Finance,Analyst,10,2023-10-07,2024-02-21,2024-04-13,5062,Basic,2024/Sales/1257,49,1,Bachelor,Unknown,5,1,35,3,8,7,0,0,7,4,9,6,4,5,6,8,9,90,Yes,8,9,Yes,Fax,Yes,Long-Term,Achieved,Referral,28,2,5096,2023-10-07,Project-35,Development,Small,Simple,Developer,In Progress,6,4,High,Medium,Partial,4,Completed,2024/Sales/0936,Project B,9,Not Converted,Learning Outcome C,Senior,5,6,Yes,Yes,In Progress,982,Unknown,Basic,1525,Unknown,4875,3028,In Progress,91,1004,72,Inactive,Inactive,No,8,Standard,4,12,Unknown,11,6,3,5,8,7,8,5,8,13,No,15,7,8.0,Inactive,2119-07-22,137,52,933,2.55,30,6.0,28,7.0,Medium
2024/IT/1404,2024/Marketing/0866,It,Consultant,7,2022-07-22,2022-10-06,2022-11-18,4963,Basic,2024/Sales/1077,52,0,Bachelor,Pmp,10,3,42,1,7,4,3,3,3,14,9,13,6,4,4,11,9,85,No,5,9,No,Phone,No,Long-Term,In Progress,Job Board,23,2,5144,2022-07-22,Project-100,Consulting,Medium,Simple,Developer,Successful,9,7,High,Medium,Not Started,5,Incomplete,2024/Sales/0287,Project B,7,Not Converted,Learning Outcome B,Associate,6,10,Yes,Yes,Not Started,967,Recognition,Standard,1483,Stock Options,4923,3018,Certified,54,1043,72,Inactive,Active,No,5,Basic,3,8,Unknown,9,6,7,7,10,5,7,7,11,8,No,9,9,7.0,Inactive,2119-08-08,76,43,1375,3.76,45,9.0,28,7.0,Medium
2024/Finance/1405,2024/IT/0368,Finance,Analyst,9,2023-10-16,2023-10-31,2023-12-05,4861,Unknown,2024/HR/1149,53,0,Phd,Cfa,4,0,42,4,8,5,0,2,10,7,10,15,7,11,10,11,3,76,No,5,10,No,Direct Visit,Yes,Short-Term,Achieved,Internal,27,5,4919,2023-10-16,Project-16,Research,Large,Moderate,Manager,Successful,3,6,Low,High,Not Started,6,Completed,2024/Marketing/0539,Project C,9,Converted,Learning Outcome B,Associate,6,2,Yes,Yes,Not Started,1022,Recognition,Standard,1476,Stock Options,5073,2976,Certified,65,986,63,Active,Active,No,9,Basic,3,16,Unknown,9,9,5,8,13,11,8,7,8,8,No,7,3,11.0,Inactive,2118-09-24,15,35,924,2.53,49,9.8,35,8.75,Medium
2024/Sales/1406,2024/Sales/0647,Sales,Analyst,12,2020-08-23,2020-12-28,2021-02-13,5050,Advanced,2024/HR/0455,55,2,Bachelor,Google Cloud,11,5,42,3,7,0,3,1,5,4,5,6,14,7,10,6,9,84,Yes,10,7,No,Direct Visit,Yes,Short-Term,Achieved,Agency,27,6,4987,2020-08-23,Project-48,Development,Medium,Complex,Developer,Failed,8,7,High,High,Not Started,5,Incomplete,2024/Sales/1145,Project A,10,Not Converted,Learning Outcome C,Mid-Senior,17,3,No,No,Not Started,1032,Award,Premium,1519,Unknown,4937,3063,Certified,93,924,75,Inactive,Active,Yes,7,Standard,3,4,Leadership Training,5,10,8,10,6,12,6,5,3,9,Yes,8,9,9.0,Active,2119-05-25,127,47,2073,5.68,34,6.8,32,8.0,High
2024/HR/1407,2024/Sales/0809,Sales,Analyst,10,2023-07-07,2023-09-30,2023-12-25,4900,Unknown,2024/HR/0455,51,1,Phd,Unknown,2,4,36,2,5,2,0,0,5,10,3,11,9,14,10,7,13,61,Yes,9,8,No,Phone,No,Medium-Term,In Progress,Internal,25,6,5038,2023-07-07,Project-76,Development,Large,Moderate,Manager,Failed,6,4,High,High,Partial,5,Completed,2024/HR/1179,Project B,4,Not Converted,Learning Outcome C,Junior,10,4,No,No,In Progress,963,Unknown,Standard,1523,Unknown,4976,3054,Not Certified,70,988,88,Active,Active,No,5,Basic,2,3,Leadership Training,8,8,8,9,11,9,11,7,5,9,No,12,8,8.0,Inactive,2118-07-24,85,86,1025,2.81,38,7.6,44,11.0,Medium
2024/Sales/1408,2024/IT/0385,Sales,Analyst,18,2024-05-27,2024-07-31,2024-10-26,4930,Advanced,2024/IT/1175,58,0,Bachelor,Aws,9,5,45,4,1,10,1,4,12,9,12,8,5,7,8,7,12,88,No,7,2,Yes,Email,No,Medium-Term,Achieved,Referral,27,7,5076,2024-05-27,Project-59,Development,Medium,Simple,Manager,Failed,9,2,Medium,High,Partial,5,Completed,2024/Sales/0098,Project A,13,Not Converted,Learning Outcome A,Associate,12,6,Yes,No,Not Started,957,Recognition,Standard,1533,Unknown,4999,2943,Certified,78,981,78,Inactive,Active,No,14,Basic,9,8,Leadership Training,7,5,12,6,7,6,5,7,9,11,Yes,8,9,3.0,Inactive,2119-04-28,65,87,700,1.92,46,9.2,34,8.5,Exceptional
2024/IT/1409,2024/Finance/0250,Sales,Manager,9,2023-09-29,2023-12-21,2024-03-03,4991,Advanced,2024/Marketing/0220,35,1,Phd,Google Cloud,2,3,45,5,11,4,0,4,7,7,10,9,4,10,9,10,5,74,Yes,8,9,No,Email,No,Short-Term,Not Started,Agency,22,3,4896,2023-09-29,Project-24,Consulting,Small,Complex,Manager,In Progress,9,8,High,Low,Complete,3,Completed,2024/Finance/0355,Project C,11,Not Converted,Learning Outcome B,Associate,5,1,Yes,Yes,Achieved,1027,Unknown,Standard,1450,Unknown,5019,2991,In Progress,74,1034,71,Inactive,Active,No,6,Premium,6,2,Unknown,9,9,8,7,6,9,7,12,10,12,Yes,6,7,10.0,Active,2119-05-30,83,73,941,2.58,37,7.4,34,8.5,Medium
2024/Marketing/1410,2024/Finance/1066,Sales,Developer,8,2022-03-22,2022-06-07,2022-08-21,5078,Basic,2024/IT/1169,38,1,Master,Unknown,7,1,36,0,4,10,1,0,8,6,7,6,9,12,11,7,6,65,Yes,2,8,Yes,Phone,No,Long-Term,Achieved,Job Board,39,6,5150,2022-03-22,Project-12,Development,Large,Moderate,Developer,Failed,2,5,High,Low,Complete,6,Incomplete,2024/Sales/0791,Project C,10,Converted,Learning Outcome B,Senior,11,10,Yes,Yes,Achieved,1069,Award,Standard,1513,Unknown,4955,3056,Not Certified,96,948,77,Inactive,Inactive,No,6,Premium,6,9,Unknown,12,4,6,6,5,8,9,5,5,9,Yes,7,5,8.0,Inactive,2118-08-01,77,75,1497,4.1,36,7.2,36,9.0,Medium
2024/Finance/1411,2024/Finance/1370,It,Consultant,16,2022-05-20,2022-07-23,2022-10-01,5019,Unknown,2024/Marketing/0427,49,1,Bachelor,Google Cloud,7,4,41,4,10,9,3,4,4,12,8,10,12,9,8,9,6,69,No,10,4,Yes,Phone,Yes,Long-Term,In Progress,Referral,26,2,5013,2022-05-20,Project-97,Consulting,Small,Moderate,Analyst,Failed,4,7,High,Medium,Not Started,4,Incomplete,2024/Sales/0983,Project B,4,Not Converted,Learning Outcome C,Senior,4,10,Yes,No,In Progress,996,Award,Premium,1510,Stock Options,5051,3026,Not Certified,77,958,78,Active,Active,Yes,7,Basic,4,9,Leadership Training,10,10,8,6,11,7,10,14,10,4,Yes,7,6,10.0,Inactive,2119-09-27,64,70,1438,3.94,46,9.2,32,8.0,Exceptional
2024/Marketing/1412,2024/Sales/0216,It,Manager,6,2021-02-28,2021-05-30,2021-07-29,4979,Unknown,2024/HR/1355,50,2,Phd,Cfa,5,2,37,1,5,10,3,5,7,8,7,7,8,7,6,11,14,71,No,8,6,Yes,Email,No,Long-Term,Not Started,Agency,23,2,4948,2021-02-28,Project-58,Consulting,Large,Complex,Analyst,In Progress,11,6,Medium,High,Not Started,2,Incomplete,2024/HR/0041,Project B,7,Not Converted,Learning Outcome A,Associate,2,2,Yes,Yes,Not Started,1045,Unknown,Premium,1465,Stock Options,5028,3061,Not Certified,54,964,65,Inactive,Active,Yes,7,Basic,4,7,Unknown,8,8,6,10,9,9,5,7,9,7,No,5,6,6.0,Inactive,2119-06-24,91,60,1884,5.16,37,7.4,38,9.5,Medium
2024/Finance/1413,2024/Sales/0215,It,Developer,3,2024-02-03,2024-02-28,2024-04-08,4990,Basic,2024/Marketing/1037,44,0,Master,Cfa,3,4,42,3,4,9,2,3,8,6,10,8,7,7,7,9,7,92,Yes,2,6,Yes,Direct Visit,Yes,Medium-Term,In Progress,Referral,23,5,4936,2024-02-03,Project-22,Consulting,Large,Complex,Manager,Successful,8,5,Low,Low,Partial,6,Incomplete,2024/Marketing/0575,Project C,9,Converted,Learning Outcome A,Mid-Senior,8,3,Yes,Yes,Not Started,1066,Unknown,Basic,1466,Stock Options,4995,2873,Not Certified,69,950,74,Inactive,Inactive,No,11,Standard,3,10,Unknown,9,7,9,9,13,7,6,17,13,14,Yes,6,9,6.0,Inactive,2118-07-24,25,40,814,2.23,39,7.8,30,7.5,Low
2024/IT/1414,2024/Marketing/0069,Finance,Developer,10,2024-07-28,2024-12-26,2025-02-10,4942,Unknown,2024/HR/0450,51,0,Bachelor,Aws,4,5,38,2,11,1,0,5,6,5,8,4,11,8,8,8,3,71,No,7,8,Yes,Direct Visit,Yes,Medium-Term,In Progress,Internal,31,1,5113,2024-07-28,Project-88,Consulting,Medium,Complex,Analyst,In Progress,6,11,Medium,High,Complete,6,Incomplete,2024/IT/0515,Project B,3,Not Converted,Learning Outcome B,Senior,6,8,Yes,No,In Progress,1063,Unknown,Basic,1496,Unknown,4987,3010,In Progress,86,1022,71,Active,Inactive,Yes,6,Premium,1,3,Unknown,7,10,2,6,4,2,10,11,12,5,Yes,5,2,14.0,Active,2118-10-15,151,46,638,1.75,34,6.8,27,6.75,Medium
2024/Finance/1415,2024/Sales/1309,Hr,Developer,12,2022-12-17,2023-02-06,2023-04-27,5018,Basic,2024/IT/0096,46,0,Master,Cfa,8,5,42,4,9,2,4,2,8,7,10,6,3,7,9,8,9,92,Yes,5,5,Yes,Fax,No,Short-Term,In Progress,Referral,35,8,4945,2022-12-17,Project-49,Research,Small,Moderate,Developer,In Progress,9,4,Low,Low,Not Started,5,Incomplete,2024/Marketing/0896,Project C,5,Converted,Learning Outcome C,Senior,7,5,Yes,Yes,Not Started,923,Award,Basic,1568,Unknown,5112,2920,In Progress,84,996,69,Active,Inactive,No,4,Premium,8,6,Unknown,7,6,7,9,6,6,4,8,7,5,No,9,12,15.0,Active,2119-09-23,51,80,1227,3.36,34,6.8,33,8.25,High
2024/Finance/1416,2024/Sales/1211,Sales,Analyst,10,2022-07-12,2022-12-04,2023-01-20,4883,Advanced,2024/Sales/0684,55,1,Bachelor,Google Cloud,5,2,38,3,5,5,1,1,6,10,6,9,8,8,4,8,4,78,Yes,3,7,No,Phone,No,Medium-Term,Achieved,Agency,35,3,5060,2022-07-12,Project-67,Development,Small,Simple,Analyst,In Progress,6,10,High,High,Complete,3,Incomplete,2024/Marketing/1210,Project C,8,Converted,Learning Outcome B,Mid-Senior,9,8,Yes,No,In Progress,983,Recognition,Premium,1566,Stock Options,5095,3067,In Progress,101,1019,74,Active,Active,Yes,13,Premium,4,11,Leadership Training,9,5,10,7,14,6,9,11,13,14,Yes,4,7,7.0,Inactive,2120-05-03,145,47,1385,3.79,39,7.8,24,6.0,Medium
2024/Marketing/1417,2024/IT/0445,Hr,Developer,11,2021-10-07,2021-10-19,2021-12-20,4895,Advanced,2024/IT/0949,52,1,Bachelor,Google Cloud,7,3,44,5,10,6,5,4,6,7,5,7,7,5,11,10,10,71,No,8,8,No,Email,Yes,Short-Term,Achieved,Job Board,26,4,5044,2021-10-07,Project-4,Research,Medium,Simple,Manager,In Progress,5,7,Low,Low,Not Started,3,Completed,2024/Sales/0659,Project B,9,Not Converted,Learning Outcome A,Associate,6,7,Yes,Yes,In Progress,992,Unknown,Standard,1518,Unknown,5017,2971,Certified,72,1007,80,Inactive,Active,No,6,Premium,7,7,Leadership Training,8,4,7,9,2,7,10,8,9,6,No,2,7,9.0,Inactive,2119-03-14,12,62,1663,4.55,32,6.4,36,9.0,High
2024/Sales/1418,2024/Sales/1331,Hr,Developer,10,2021-05-18,2021-10-27,2021-12-25,4962,Unknown,2024/IT/0949,57,2,Master,Aws,5,1,38,2,5,6,4,5,12,10,6,9,5,7,8,8,8,75,Yes,6,6,No,Direct Visit,Yes,Short-Term,In Progress,Agency,31,2,4926,2021-05-18,Project-47,Consulting,Medium,Moderate,Developer,Successful,9,7,Low,Medium,Partial,4,Incomplete,2024/IT/1414,Project B,5,Not Converted,Learning Outcome B,Junior,10,6,No,Yes,In Progress,1000,Unknown,Premium,1445,Stock Options,5021,2975,In Progress,78,1029,74,Active,Inactive,No,6,Standard,5,5,Unknown,11,6,6,5,9,12,9,8,12,8,Yes,6,6,9.0,Active,2119-12-24,162,59,1805,4.94,42,8.4,31,7.75,Medium
2024/HR/1419,2024/Finance/1048,Hr,Consultant,12,2022-05-17,2022-08-27,2022-10-12,4957,Basic,2024/IT/0949,70,1,Bachelor,Pmp,7,2,40,1,5,1,4,0,7,9,12,7,10,16,6,10,6,77,No,10,5,No,Fax,No,Long-Term,In Progress,Internal,36,7,4880,2022-05-17,Project-80,Research,Medium,Complex,Analyst,In Progress,10,3,Low,Medium,Partial,6,Completed,2024/IT/0300,Project A,8,Not Converted,Learning Outcome B,Junior,8,5,No,Yes,Not Started,937,Award,Standard,1472,Stock Options,5109,2924,In Progress,76,1004,73,Active,Active,Yes,10,Standard,9,14,Leadership Training,9,8,3,8,5,9,6,7,8,7,Yes,7,13,12.0,Active,2119-01-08,102,46,1441,3.95,45,9.0,38,9.5,High
2024/Marketing/1420,2024/HR/0161,Sales,Consultant,9,2022-11-19,2023-04-22,2023-07-14,5037,Basic,2024/IT/0949,47,2,Bachelor,Unknown,6,2,35,1,7,4,2,0,9,11,8,4,6,4,8,6,7,71,No,6,8,Yes,Phone,Yes,Medium-Term,In Progress,Referral,28,5,4959,2022-11-19,Project-36,Development,Small,Complex,Manager,Failed,10,10,Low,Medium,Partial,4,Incomplete,2024/IT/0949,Project B,7,Converted,Learning Outcome C,Junior,6,1,No,Yes,Not Started,950,Unknown,Premium,1446,Unknown,5030,3005,Not Certified,93,1011,85,Inactive,Active,Yes,9,Standard,6,7,Leadership Training,13,5,11,9,6,7,5,6,8,10,No,10,7,9.0,Inactive,2119-06-17,154,83,1255,3.44,38,7.6,25,6.25,Medium
2024/IT/1421,2024/HR/0211,Sales,Developer,7,2024-07-20,2024-11-20,2025-02-12,5033,Advanced,2024/IT/0949,58,0,Phd,Unknown,6,3,43,0,6,6,0,2,7,4,2,13,6,10,7,3,8,72,No,9,4,No,Email,No,Long-Term,Achieved,Internal,29,2,4934,2024-07-20,Project-86,Development,Medium,Complex,Analyst,Successful,3,8,Low,High,Not Started,3,Completed,2024/Finance/1245,Project B,7,Converted,Learning Outcome A,Junior,14,4,No,Yes,Achieved,1017,Award,Standard,1474,Unknown,5033,3007,In Progress,65,1057,72,Inactive,Active,No,6,Standard,5,6,Leadership Training,8,11,4,4,15,6,14,13,11,9,Yes,6,13,9.0,Active,2119-02-25,123,84,646,1.77,32,6.4,28,7.0,Medium
2024/Marketing/1422,2024/HR/0448,Marketing,Consultant,14,2021-10-23,2022-01-08,2022-03-15,5068,Advanced,2024/IT/0949,60,1,Phd,Google Cloud,3,5,40,1,11,8,5,0,7,10,15,7,3,5,6,12,8,88,Yes,6,7,Yes,Phone,Yes,Long-Term,Not Started,Internal,24,2,4929,2021-10-23,Project-71,Development,Medium,Moderate,Analyst,Successful,5,8,Medium,Low,Partial,5,Incomplete,2024/HR/0019,Project B,9,Not Converted,Learning Outcome B,Junior,7,8,No,Yes,Not Started,1011,Unknown,Premium,1548,Unknown,4936,3061,In Progress,88,985,70,Inactive,Inactive,Yes,7,Basic,8,9,Leadership Training,5,13,10,10,9,8,5,14,7,4,Yes,12,4,9.0,Inactive,2118-09-09,77,66,1647,4.51,42,8.4,31,7.75,High
2024/Marketing/1423,2024/Finance/0633,Finance,Manager,13,2021-07-21,2021-11-29,2022-01-19,5093,Unknown,2024/IT/0136,40,1,Phd,Aws,10,4,43,0,6,10,2,0,8,5,12,10,12,6,14,8,11,80,No,6,5,Yes,Phone,Yes,Short-Term,In Progress,Job Board,27,8,4907,2021-07-21,Project-36,Research,Small,Complex,Developer,In Progress,3,11,Medium,Low,Not Started,4,Completed,2024/Marketing/0739,Project C,6,Not Converted,Learning Outcome A,Mid-Senior,7,9,No,No,Achieved,973,Award,Premium,1545,Stock Options,4867,2998,Certified,81,965,66,Inactive,Active,No,7,Basic,1,8,Leadership Training,10,8,6,3,9,9,13,3,3,9,Yes,10,8,9.0,Active,2119-02-04,131,51,1741,4.77,47,9.4,39,9.75,High
2024/Marketing/1424,2024/HR/1149,Hr,Developer,7,2019-06-03,2019-11-20,2020-01-10,5024,Unknown,2024/Finance/0594,50,1,Bachelor,Google Cloud,10,1,45,2,8,4,1,5,6,10,5,10,11,6,4,9,8,90,Yes,12,10,Yes,Email,Yes,Long-Term,Not Started,Agency,30,6,5121,2019-06-03,Project-55,Development,Medium,Complex,Analyst,Successful,9,10,Low,High,Complete,4,Incomplete,2024/HR/0017,Project A,9,Not Converted,Learning Outcome C,Mid-Senior,17,2,No,No,Achieved,976,Recognition,Premium,1470,Unknown,4929,2992,Not Certified,78,1017,73,Active,Active,No,7,Standard,2,8,Unknown,15,6,9,7,4,12,9,13,12,5,Yes,8,9,5.0,Inactive,2118-05-17,170,51,2520,6.9,42,8.4,27,6.75,Medium
